S.No,Crop Name,Soil Type,Growth Duration (Days),Season,N-P-K Ratio,Urea (kg/ha),DAP (kg/ha),MOP (kg/ha),Fertilizer Schedule,Water Requirement,Cultivation Tips,Harvesting Tips
240,Snow pea,Laterite Soil,55-75,Rabi,60-30-40,90,45,60,Basal + top dressing at 20 DAS,370,Add organic matter to improve fertility,Harvest tender pods regularly
241,Snap pea,Sandy Soil,50-70,Rabi,60-30-40,90,45,60,Basal + top dressing at 20 DAS,400,Cool climate crop; supports trellis,Harvest pods 45–55 days after sowing
242,Snap pea,Sandy Loam,50-70,Rabi,60-30-40,80,40,55,Basal + top dressing at 20 DAS,370,Loose soil favors root growth,Harvest young pods regularly
243,Snap pea,Loam,55-75,Rabi,60-30-40,80,40,55,Basal + top dressing at 20 DAS,350,Well-drained loam ensures uniform pod development,Harvest pods when 7–10 cm long
244,Snap pea,Clay Loam,60-80,Rabi,60-30-40,80,40,55,Basal + top dressing at 20 DAS,370,Ensure drainage; avoid waterlogging,Harvest pods periodically for quality
245,Snap pea,Clay,60-80,Rabi,60-30-40,80,40,55,Basal + top dressing at 20 DAS,390,Raised beds recommended in heavy soils,Harvest pods regularly
247,Mango,Sandy Soil,1500-1800,Hot & Dry,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained sandy soil promotes root growth,Harvest fruits when fully colored and aromatic
248,Mango,Sandy Loam,1500-1800,Hot & Dry,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil supports strong trees,Harvest mature fruits at optimum ripeness
249,Mango,Loam,1500-1800,Hot & Dry,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam promotes healthy growth,Harvest fruits when skin color changes and aroma develops
250,Mango,Clay Loam,1500-1800,Hot & Dry,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure drainage to avoid root rot,Harvest fruits when mature; avoid overripe fruits
251,Mango,Clay,1500-1800,Hot & Dry,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended in heavy soils,Harvest fully colored fruits
252,Mango,Red Soil,1500-1800,Hot & Dry,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to FYM/compost,Harvest fruits when skin color and aroma indicate ripeness
253,Mango,Black Soil,1500-1800,Hot & Dry,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest mature fruits at peak ripeness
254,Mango,Laterite Soil,1500-1800,Hot & Dry,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest fruits when skin color changes and aroma develops
255,Banana,Sandy Soil,365-540,Kharif,250-150-200,750,450,600,Basal + 3 top dressings (every 4 months),High,Supports mulching; frequent irrigation required,Harvest fruits when bunches are full and fingers plump
256,Banana,Sandy Loam,365-540,Kharif,250-150-200,700,420,560,Basal + 3 top dressings (every 4 months),High,Loose soil supports vigorous growth,Harvest mature fruits when fully filled
257,Banana,Loam,365-540,Kharif,250-150-200,700,420,560,Basal + 3 top dressings (every 4 months),High,Well-drained loam favors bunch formation,Harvest fruits when mature but still green for transport
258,Banana,Clay Loam,365-540,Kharif,250-150-200,700,420,560,Basal + 3 top dressings (every 4 months),High,Ensure drainage; avoid waterlogging,Harvest bunches when fingers fully developed
259,Banana,Clay,365-540,Kharif,250-150-200,700,420,560,Basal + 3 top dressings (every 4 months),High,Raised beds recommended,Harvest fruits when mature
260,Banana,Red Soil,365-540,Kharif,250-150-200,700,420,560,Basal + 3 top dressings (every 4 months),High,Responds well to compost/FYM,Harvest mature fruits periodically
261,Banana,Black Soil,365-540,Kharif,250-150-200,750,450,600,Basal + 3 top dressings (every 4 months),High,High moisture retention; prevent waterlogging,Harvest fruits when fully developed
262,Banana,Laterite Soil,365-540,Kharif,250-150-200,750,450,600,Basal + 3 top dressings (every 4 months),High,Add organic matter; maintain irrigation,Harvest mature fruits periodically
263,Guava,Sandy Soil,730-1095,Rabi/ Kharif,150-80-120,450,240,360,Basal + top dressing at 6 months,Moderate,Well-drained sandy soil; regular pruning improves yield,Harvest fruits when fully colored and aromatic
264,Guava,Sandy Loam,730-1095,Rabi/ Kharif,150-80-120,420,225,340,Basal + top dressing at 6 months,Moderate,Loose soil supports good root growth,Harvest mature fruits with aroma and color
265,Guava,Loam,730-1095,Rabi/ Kharif,150-80-120,420,225,340,Basal + top dressing at 6 months,Moderate,Well-drained loam favors healthy growth,Harvest fruits when skin color indicates ripeness
266,Guava,Clay Loam,730-1095,Rabi/ Kharif,150-80-120,420,225,340,Basal + top dressing at 6 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
267,Guava,Clay,730-1095,Rabi/ Kharif,150-80-120,420,225,340,Basal + top dressing at 6 months,Moderate,Raised beds recommended in heavy soils,Harvest mature fruits
268,Guava,Red Soil,730-1095,Rabi/ Kharif,150-80-120,420,225,340,Basal + top dressing at 6 months,Moderate,Responds well to FYM/compost,Harvest fruits when fully colored
269,Guava,Black Soil,730-1095,Rabi/ Kharif,150-80-120,450,240,360,Basal + top dressing at 6 months,Moderate,High moisture retention; avoid waterlogging,Harvest mature fruits periodically
270,Guava,Laterite Soil,730-1095,Rabi/ Kharif,150-80-120,450,240,360,Basal + top dressing at 6 months,Moderate,Add organic matter to improve fertility,Harvest fruits when skin color develops
271,Papaya,Sandy Soil,270-365,Kharif,180-90-120,540,270,360,Basal + 2 top dressings at 3 & 6 months,High,Supports mulching; frequent irrigation,Harvest fruits when fully elongated and colored
272,Papaya,Sandy Loam,270-365,Kharif,180-90-120,500,250,340,Basal + 2 top dressings at 3 & 6 months,High,Loose soil supports strong root development,Harvest fruits when mature but firm
273,Papaya,Loam,270-365,Kharif,180-90-120,500,250,340,Basal + 2 top dressings at 3 & 6 months,High,Well-drained loam ensures good growth,Harvest fruits periodically as they mature
274,Papaya,Clay Loam,270-365,Kharif,180-90-120,500,250,340,Basal + 2 top dressings at 3 & 6 months,High,Ensure drainage to prevent waterlogging,Harvest mature fruits regularly
275,Papaya,Clay,270-365,Kharif,180-90-120,500,250,340,Basal + 2 top dressings at 3 & 6 months,High,Raised beds recommended,Harvest fruits when elongated and firm
276,Papaya,Red Soil,270-365,Kharif,180-90-120,500,250,340,Basal + 2 top dressings at 3 & 6 months,High,Responds well to compost/FYM,Harvest mature fruits periodically
277,Papaya,Black Soil,270-365,Kharif,180-90-120,540,270,360,Basal + 2 top dressings at 3 & 6 months,High,High moisture retention; avoid waterlogging,Harvest fruits when mature
278,Papaya,Laterite Soil,270-365,Kharif,180-90-120,540,270,360,Basal + 2 top dressings at 3 & 6 months,High,Add organic matter to improve fertility,Harvest mature fruits regularly
279,Pineapple,Sandy Soil,540-730,Kharif,120-60-80,360,180,240,Basal + top dressing at 3 & 6 months,Moderate,Well-drained sandy soil supports root development,Harvest fruits when fully ripe and yellowish
280,Pineapple,Sandy Loam,540-730,Kharif,120-60-80,340,170,225,Basal + top dressing at 3 & 6 months,Moderate,Loose soil promotes uniform growth,Harvest mature fruits when sweet aroma develops
281,Pineapple,Loam,540-730,Kharif,120-60-80,340,170,225,Basal + top dressing at 3 & 6 months,Moderate,Well-drained loam favors healthy plant growth,Harvest fruits when outer skin turns yellow
282,Pineapple,Clay Loam,540-730,Kharif,120-60-80,340,170,225,Basal + top dressing at 3 & 6 months,Moderate,Ensure drainage to prevent root rot,Harvest mature fruits periodically
283,Pineapple,Clay,540-730,Kharif,120-60-80,340,170,225,Basal + top dressing at 3 & 6 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when ripe
284,Pineapple,Red Soil,540-730,Kharif,120-60-80,340,170,225,Basal + top dressing at 3 & 6 months,Moderate,Responds well to FYM/compost,Harvest mature fruits when color and aroma develop
285,Pineapple,Black Soil,540-730,Kharif,120-60-80,360,180,240,Basal + top dressing at 3 & 6 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully matured
286,Pineapple,Laterite Soil,540-730,Kharif,120-60-80,360,180,240,Basal + top dressing at 3 & 6 months,Moderate,Add organic matter to improve fertility,Harvest fruits when yellow and sweet
287,Jackfruit,Sandy Soil,1095-1460,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),High,Supports staking; frequent irrigation,Harvest fruits when mature size is achieved and aroma develops
288,Jackfruit,Sandy Loam,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Loose soil promotes good root growth,Harvest mature fruits when skin color changes
289,Jackfruit,Loam,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Well-drained loam ensures strong growth,Harvest fruits at optimum maturity
290,Jackfruit,Clay Loam,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Ensure drainage to prevent root rot,Harvest mature fruits periodically
291,Jackfruit,Clay,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Raised beds recommended in heavy soils,Harvest fruits when fully matured
292,Jackfruit,Red Soil,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Responds well to compost/FYM,Harvest mature fruits when skin develops yellowish tinge
293,Jackfruit,Black Soil,1095-1460,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),High,High moisture retention; avoid waterlogging,Harvest fruits at full maturity
294,Jackfruit,Laterite Soil,1095-1460,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),High,Add organic matter to improve fertility,Harvest mature fruits when fully developed
295,Sapota,Sandy Soil,730-1095,Kharif/ Rabi,150-80-120,450,240,360,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil promotes root growth,Harvest fruits when fully colored and slightly soft
296,Sapota,Sandy Loam,730-1095,Kharif/ Rabi,150-80-120,420,225,340,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors good root development,Harvest mature fruits when color and aroma indicate ripeness
297,Sapota,Loam,730-1095,Kharif/ Rabi,150-80-120,420,225,340,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy growth,Harvest fruits when soft and fully colored
298,Sapota,Clay Loam,730-1095,Kharif/ Rabi,150-80-120,420,225,340,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
299,Sapota,Clay,730-1095,Kharif/ Rabi,150-80-120,420,225,340,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest mature fruits when soft
300,Sapota,Red Soil,730-1095,Kharif/ Rabi,150-80-120,420,225,340,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest fruits when skin and aroma indicate ripeness
301,Sapota,Black Soil,730-1095,Kharif/ Rabi,150-80-120,450,240,360,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully matured
302,Sapota,Laterite Soil,730-1095,Kharif/ Rabi,150-80-120,450,240,360,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
303,Coconut,Sandy Soil,3650-5475,All Year,250-150-200,750,450,600,Basal + 3 top dressings (every 12 months),High,Supports mulching; frequent irrigation required,Harvest mature coconuts after 3-5 years
304,Coconut,Sandy Loam,3650-5475,All Year,250-150-200,700,420,560,Basal + 3 top dressings (every 12 months),High,Loose soil supports vigorous growth,Harvest mature coconuts periodically
305,Coconut,Loam,3650-5475,All Year,250-150-200,700,420,560,Basal + 3 top dressings (every 12 months),High,Well-drained loam favors healthy palms,Harvest mature coconuts regularly
306,Coconut,Clay Loam,3650-5475,All Year,250-150-200,700,420,560,Basal + 3 top dressings (every 12 months),High,Ensure drainage; avoid waterlogging,Harvest mature coconuts periodically
307,Coconut,Clay,3650-5475,All Year,250-150-200,700,420,560,Basal + 3 top dressings (every 12 months),High,Raised beds recommended,Harvest coconuts after full maturity
308,Coconut,Red Soil,3650-5475,All Year,250-150-200,700,420,560,Basal + 3 top dressings (every 12 months),High,Responds well to compost/FYM,Harvest mature coconuts periodically
309,Coconut,Black Soil,3650-5475,All Year,250-150-200,750,450,600,Basal + 3 top dressings (every 12 months),High,High moisture retention; avoid waterlogging,Harvest mature coconuts regularly
310,Coconut,Laterite Soil,3650-5475,All Year,250-150-200,750,450,600,Basal + 3 top dressings (every 12 months),High,Add organic matter to improve fertility,Harvest mature coconuts periodically
311,Cashew,Sandy Soil,1825-3650,Kharif,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports root development,Harvest mature nuts 3-5 years after planting
312,Cashew,Sandy Loam,1825-3650,Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors strong growth,Harvest mature nuts periodically
313,Cashew,Loam,1825-3650,Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy tree growth,Harvest nuts when shell turns brown
314,Cashew,Clay Loam,1825-3650,Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage to prevent root rot,Harvest mature nuts periodically
315,Cashew,Clay,1825-3650,Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest mature nuts when fully developed
316,Cashew,Red Soil,1825-3650,Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature nuts after shell hardens
317,Cashew,Black Soil,1825-3650,Kharif,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest mature nuts periodically
318,Cashew,Laterite Soil,1825-3650,Kharif,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest nuts when fully developed
319,Custard apple,Sandy Soil,730-1095,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports root growth,Harvest fruits when soft and aromatic
320,Custard apple,Sandy Loam,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors good root growth,Harvest mature fruits when color changes and aroma develops
321,Custard apple,Loam,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy growth,Harvest fruits when soft and ripe
322,Custard apple,Clay Loam,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
323,Custard apple,Clay,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
324,Custard apple,Red Soil,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
325,Custard apple,Black Soil,730-1095,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest mature fruits when soft
326,Custard apple,Laterite Soil,730-1095,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest fruits when ripe
327,Aonla,Sandy Soil,730-1460,Rabi/ Kharif,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports root growth,Harvest fruits when greenish-yellow and firm
328,Aonla,Sandy Loam,730-1460,Rabi/ Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors healthy growth,Harvest mature fruits periodically
329,Aonla,Loam,730-1460,Rabi/ Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam promotes good yield,Harvest fruits when optimum size and color achieved
330,Aonla,Clay Loam,730-1460,Rabi/ Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Ensure drainage; avoid waterlogging,Harvest mature fruits periodically
331,Aonla,Clay,730-1460,Rabi/ Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when firm and optimum size
332,Aonla,Red Soil,730-1460,Rabi/ Kharif,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
333,Aonla,Black Soil,730-1460,Rabi/ Kharif,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when optimum size reached
334,Aonla,Laterite Soil,730-1460,Rabi/ Kharif,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
335,Pomegranate,Sandy Soil,1095-1460,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained sandy soil supports flowering and fruiting,Harvest fruits when red and firm
336,Pomegranate,Sandy Loam,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil favors root and shoot growth,Harvest fruits when color deepens
337,Pomegranate,Loam,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam ensures uniform fruiting,Harvest mature fruits when skin is deep red
338,Pomegranate,Clay Loam,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure proper drainage; avoid waterlogging,Harvest fruits periodically
339,Pomegranate,Clay,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended in heavy soils,Harvest mature fruits when firm and colored
340,Pomegranate,Red Soil,1095-1460,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to FYM/compost,Harvest mature fruits when deep red
341,Pomegranate,Black Soil,1095-1460,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest fruits when firm
342,Pomegranate,Laterite Soil,1095-1460,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
351,Orange,Sandy Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained sandy soil supports flowering,Harvest fruits when fully colored and slightly soft
352,Orange,Sandy Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil favors root development,Harvest mature fruits when skin color develops
353,Orange,Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam ensures healthy growth,Harvest fruits when fully colored
354,Orange,Clay Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure proper drainage,Harvest mature fruits periodically
355,Orange,Clay,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended in heavy soils,Harvest fruits when ripe
356,Orange,Red Soil,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to FYM/compost,Harvest fruits when fully colored
357,Orange,Black Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest mature fruits periodically
358,Orange,Laterite Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest fruits when ripe
359,Lemon,Sandy Soil,1095-1460,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Supports flowering in sandy soils,Harvest fruits when fully colored
360,Lemon,Sandy Loam,1095-1460,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil promotes healthy roots,Harvest mature fruits periodically
361,Lemon,Loam,1095-1460,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam ensures uniform growth,Harvest fruits when fully colored
362,Lemon,Clay Loam,1095-1460,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure drainage to prevent waterlogging,Harvest mature fruits periodically
363,Lemon,Clay,1095-1460,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended for heavy soils,Harvest fruits when ripe
364,Lemon,Red Soil,1095-1460,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to FYM/compost,Harvest fruits when fully colored
365,Lemon,Black Soil,1095-1460,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest mature fruits periodically
366,Lemon,Laterite Soil,1095-1460,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest fruits when ripe
367,Sweet lime,Sandy Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained sandy soil supports flowering,Harvest fruits when fully colored
368,Sweet lime,Sandy Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil favors root development,Harvest mature fruits periodically
369,Sweet lime,Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam ensures healthy growth,Harvest fruits when ripe
370,Sweet lime,Clay Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure proper drainage,Harvest mature fruits periodically
371,Sweet lime,Clay,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended,Harvest fruits when fully developed
372,Sweet lime,Red Soil,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to compost/FYM,Harvest fruits when ripe
373,Sweet lime,Black Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
374,Sweet lime,Laterite Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
375,Kinnow,Sandy Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained sandy soil supports flowering,Harvest fruits when fully colored
376,Kinnow,Sandy Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil favors root development,Harvest mature fruits periodically
377,Kinnow,Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam ensures healthy growth,Harvest fruits when ripe
378,Kinnow,Clay Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure proper drainage,Harvest mature fruits periodically
379,Kinnow,Clay,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended,Harvest fruits when fully developed
380,Kinnow,Red Soil,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to FYM/compost,Harvest fruits when ripe
381,Kinnow,Black Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
382,Kinnow,Laterite Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
383,Mandarin,Sandy Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained sandy soil supports flowering,Harvest fruits when fully colored
384,Mandarin,Sandy Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Loose soil favors root development,Harvest mature fruits periodically
385,Mandarin,Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Well-drained loam ensures healthy growth,Harvest fruits when ripe
386,Mandarin,Clay Loam,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Ensure proper drainage,Harvest mature fruits periodically
387,Mandarin,Clay,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Raised beds recommended,Harvest fruits when fully developed
388,Mandarin,Red Soil,1095-1825,Rabi/ Kharif,180-90-120,500,250,340,Basal + 2 top dressings (6 & 12 months),Moderate,Responds well to FYM/compost,Harvest fruits when ripe
389,Mandarin,Black Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
390,Mandarin,Laterite Soil,1095-1825,Rabi/ Kharif,180-90-120,540,270,360,Basal + 2 top dressings (6 & 12 months),Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
391,Grapes,Sandy Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 3 & 6 months,Moderate,Well-drained sandy soil promotes root growth,Harvest bunches when fully colored and sweet
392,Grapes,Sandy Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 3 & 6 months,Moderate,Loose soil favors uniform growth,Harvest mature bunches when sugar content is high
393,Grapes,Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 3 & 6 months,Moderate,Well-drained loam ensures balanced growth,Harvest bunches when fully colored
394,Grapes,Clay Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 3 & 6 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
395,Grapes,Clay,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 3 & 6 months,Moderate,Raised beds recommended for heavy soils,Harvest bunches when ripe
396,Grapes,Red Soil,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 3 & 6 months,Moderate,Responds well to compost/FYM,Harvest mature fruits when sugar content peaks
397,Grapes,Black Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 3 & 6 months,Moderate,High moisture retention; avoid waterlogging,Harvest bunches when fully colored
398,Grapes,Laterite Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 3 & 6 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
399,Litchi,Sandy Soil,1460-1825,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),High,Well-drained sandy soil supports flowering and fruiting,Harvest fruits when red and firm
